bald eagle,new york,june 22
vulture,kansas,june 30
long-tailed duck,maine,july 29
common teal,new york,august 18
long-tailed duck,maine,june 12
vulture,michigan,july 29
common teal,kansas,july 24
stork,michigan,may 13
little grebe,new york,july 16
albatross,kentucky,august 24
albatross,michigan,october 09
vulture,new york,june 13
stork,new york,june 20
little grebe,maine,june 29
long-tailed duck,new york,june 30
flamingo,kansas,august 01
common teal,maine,august 13
stork,kentucky,june 09
stork,missouri,september 06
vulture,kansas,july 01
shoebill,maine,march 31
heron,michigan,june 17
shoebill,michigan,july 25
heron,maine,may 29
little grebe,kentucky,august 07
heron,kentucky,june 18
stork,maine,october 11
vulture,missouri,april 29
stork,kansas,july 26
little grebe,kentucky,june 23
vulture,kansas,august 07
bald eagle,michigan,september 02
shoebill,michigan,june 17
vulture,missouri,august 31
little grebe,kansas,august 01
long-tailed duck,kansas,september 19
heron,kentucky,august 14
stork,new york,september 01
albatross,kentucky,august 02
albatross,kentucky,july 28
shoebill,michigan,october 12
shoebill,maine,april 20
little grebe,missouri,april 13
long-tailed duck,kentucky,august 30
bald eagle,kansas,july 15
albatross,maine,july 03
stork,missouri,july 12
little grebe,maine,august 06
shoebill,kentucky,july 13
bald eagle,kentucky,december 06
bald eagle,kansas,september 25
bald eagle,maine,august 16
stork,new york,august 19
albatross,missouri,july 13
common teal,kansas,august 10
bald eagle,kentucky,may 09
flamingo,maine,october 02
stork,kansas,september 18
vulture,maine,may 19
albatross,kentucky,august 29
stork,michigan,july 26
flamingo,michigan,may 27
albatross,michigan,august 12
vulture,maine,april 09
heron,maine,june 30
albatross,kentucky,august 29
stork,kentucky,september 02
flamingo,kentucky,november 20
heron,maine,september 03
long-tailed duck,michigan,july 28
vulture,maine,september 13
vulture,kansas,october 04
flamingo,maine,june 01
bald eagle,maine,september 09
little grebe,maine,august 29
flamingo,maine,july 09
little grebe,new york,june 09
vulture,kentucky,may 12
vulture,kansas,july 12
vulture,missouri,june 26
long-tailed duck,kansas,july 18
bald eagle,new york,july 09
bald eagle,michigan,august 03
flamingo,kentucky,june 01
stork,new york,may 18
albatross,michigan,october 21
stork,maine,june 29
vulture,kentucky,august 17
common teal,kansas,june 16
stork,new york,july 15
heron,missouri,july 01
little grebe,maine,july 31
long-tailed duck,missouri,july 04
albatross,missouri,september 23
heron,kansas,june 10
flamingo,missouri,september 23
long-tailed duck,kansas,december 05
bald eagle,michigan,may 19
heron,missouri,august 04
heron,kentucky,july 26
stork,missouri,august 13
bald eagle,maine,july 19
stork,maine,may 17
common teal,kansas,october 02
long-tailed duck,maine,august 18
flamingo,maine,july 24
common teal,new york,august 02
albatross,michigan,august 30
common teal,michigan,august 16
common teal,kentucky,july 20
common teal,maine,july 28
albatross,michigan,april 27
albatross,michigan,september 07
heron,missouri,september 21
common teal,kentucky,july 14
shoebill,michigan,june 13
flamingo,missouri,june 03
stork,kentucky,july 28
bald eagle,michigan,september 05
shoebill,kentucky,august 08
long-tailed duck,kansas,june 18
flamingo,kentucky,june 28
albatross,new york,may 30
flamingo,kentucky,august 16
common teal,kansas,august 11
little grebe,michigan,april 14
albatross,kentucky,august 11
albatross,kentucky,june 30
heron,michigan,february 11
bald eagle,kansas,may 07
vulture,kansas,july 01
albatross,michigan,may 10
shoebill,maine,june 21
albatross,kansas,june 06
flamingo,new york,october 01
long-tailed duck,maine,august 24
little grebe,michigan,september 21
stork,kentucky,july 02
shoebill,new york,july 10
albatross,missouri,july 09
albatross,kansas,march 22
long-tailed duck,new york,june 04
bald eagle,kentucky,may 13
stork,new york,july 27
common teal,kansas,august 16
long-tailed duck,kansas,may 27
heron,new york,august 02
bald eagle,michigan,july 10
common teal,kentucky,july 26
stork,new york,july 28
albatross,kansas,april 29
vulture,maine,may 08
vulture,kansas,august 19
heron,new york,august 06
heron,michigan,may 23
little grebe,kentucky,june 13
long-tailed duck,new york,june 04
stork,missouri,march 03
common teal,michigan,august 08
stork,kansas,october 21
albatross,kansas,august 03
albatross,kentucky,september 21
bald eagle,new york,august 15
shoebill,new york,july 08
stork,kentucky,july 17
heron,michigan,june 05
long-tailed duck,new york,august 19
heron,new york,august 28
common teal,missouri,september 08
stork,missouri,july 17
common teal,missouri,july 06
vulture,michigan,september 25
shoebill,new york,august 05
common teal,kentucky,may 05
flamingo,missouri,june 08
little grebe,michigan,august 16
common teal,kentucky,august 12
long-tailed duck,kansas,september 05
shoebill,missouri,august 08
shoebill,michigan,april 26
vulture,new york,august 15
shoebill,maine,august 12
long-tailed duck,michigan,august 01
flamingo,kansas,august 13
stork,michigan,july 02
heron,michigan,september 06
common teal,new york,october 24
shoebill,kansas,july 16
little grebe,kansas,july 05
little grebe,kentucky,april 03
long-tailed duck,kentucky,june 09
little grebe,new york,july 04
flamingo,missouri,june 29
common teal,michigan,september 02
long-tailed duck,new york,june 02
common teal,kansas,march 26
long-tailed duck,new york,july 30
bald eagle,maine,june 25
long-tailed duck,missouri,august 21
albatross,maine,july 16
common teal,michigan,may 28
albatross,michigan,may 02
heron,new york,august 19
heron,kansas,september 17
vulture,new york,october 02
albatross,michigan,october 25
flamingo,kansas,april 04
long-tailed duck,kentucky,june 07
long-tailed duck,michigan,october 12
stork,new york,september 09
shoebill,new york,october 07
vulture,missouri,october 27
little grebe,maine,june 20
shoebill,missouri,september 15
flamingo,kansas,august 13
shoebill,kentucky,september 21
shoebill,michigan,july 20
bald eagle,maine,november 11
long-tailed duck,kansas,june 21
vulture,new york,july 30
long-tailed duck,new york,april 08
flamingo,maine,june 28
albatross,new york,august 22
stork,missouri,june 02
bald eagle,new york,may 18
little grebe,missouri,august 29
bald eagle,kentucky,august 01
albatross,new york,june 10
vulture,michigan,july 09
heron,kentucky,july 10
albatross,missouri,june 01
heron,kentucky,august 08
bald eagle,michigan,july 29
heron,new york,may 31
heron,kentucky,april 06
stork,maine,july 02
heron,kentucky,july 22
vulture,kentucky,april 21
vulture,missouri,may 18
common teal,michigan,june 22
long-tailed duck,kentucky,july 05
little grebe,kansas,october 13
vulture,kansas,june 28
vulture,new york,june 29
bald eagle,new york,august 23
heron,missouri,may 21
stork,maine,may 17
common teal,missouri,august 11
vulture,kansas,may 31
shoebill,maine,july 28
common teal,new york,october 26
shoebill,missouri,october 02
heron,kansas,august 30
common teal,missouri,august 07
little grebe,michigan,august 29
common teal,new york,august 15
flamingo,kentucky,september 13
shoebill,new york,july 09
flamingo,missouri,october 16
albatross,michigan,june 06
stork,maine,may 06
albatross,kentucky,july 03
flamingo,new york,march 17
heron,kentucky,april 21
little grebe,kentucky,august 16
long-tailed duck,michigan,july 02
vulture,michigan,may 09
little grebe,michigan,may 13
bald eagle,kansas,august 08
bald eagle,missouri,august 02
vulture,new york,august 22
long-tailed duck,kansas,august 07
shoebill,maine,august 12
long-tailed duck,michigan,june 20
common teal,new york,july 02
long-tailed duck,michigan,august 09
stork,michigan,july 10
vulture,new york,june 22
heron,michigan,october 20
heron,missouri,june 27
little grebe,maine,august 27
flamingo,kansas,june 30
stork,michigan,april 02
albatross,kansas,july 03
albatross,michigan,september 28
vulture,new york,july 19
common teal,michigan,july 11
bald eagle,new york,september 12
bald eagle,maine,september 11
shoebill,new york,june 10
shoebill,maine,june 30
heron,michigan,july 23
heron,kentucky,july 22
vulture,missouri,may 26
bald eagle,kentucky,september 02
stork,new york,august 31
vulture,kentucky,april 27
bald eagle,kentucky,august 24
bald eagle,kansas,june 17
common teal,missouri,august 06
common teal,kentucky,august 17
stork,michigan,june 14
common teal,maine,july 31
long-tailed duck,kansas,june 22
heron,missouri,august 04
albatross,michigan,july 07
shoebill,new york,september 14
little grebe,kansas,july 22
flamingo,michigan,may 13
flamingo,michigan,june 07
shoebill,new york,june 11
heron,missouri,june 26
little grebe,new york,october 05
heron,maine,september 16
long-tailed duck,maine,august 17
common teal,kansas,september 04
vulture,kansas,july 21
long-tailed duck,kentucky,july 20
stork,maine,july 06
little grebe,missouri,june 11
common teal,kansas,september 15
shoebill,missouri,august 23
heron,kentucky,july 24
vulture,kansas,june 23
common teal,new york,june 29
common teal,kansas,june 12
bald eagle,new york,may 21
bald eagle,kentucky,july 23
common teal,missouri,june 26
long-tailed duck,new york,september 03
long-tailed duck,kansas,june 30
heron,kansas,april 03
vulture,missouri,september 06
flamingo,missouri,june 27
common teal,kentucky,april 03
vulture,new york,september 16
common teal,kentucky,july 19
stork,new york,july 27
stork,michigan,may 11
little grebe,maine,september 20
long-tailed duck,maine,july 20
long-tailed duck,new york,november 03
vulture,maine,august 14
stork,new york,august 11
bald eagle,kansas,september 07
long-tailed duck,missouri,august 14
vulture,kansas,april 09
little grebe,kansas,september 04
common teal,missouri,august 18
little grebe,kentucky,june 07
vulture,kansas,october 11
albatross,missouri,june 10
bald eagle,missouri,august 29
bald eagle,michigan,september 07
flamingo,missouri,august 28
stork,kansas,september 12
bald eagle,kentucky,may 17
vulture,new york,july 20
flamingo,kansas,june 18
flamingo,michigan,july 08
vulture,new york,september 18
vulture,maine,august 13
bald eagle,new york,june 26
albatross,maine,july 19
long-tailed duck,michigan,july 18
little grebe,kansas,july 06
albatross,michigan,october 11
little grebe,kansas,august 06
long-tailed duck,new york,july 26
little grebe,kansas,october 22
common teal,maine,june 18
stork,kentucky,june 23
long-tailed duck,kentucky,july 01
common teal,maine,september 23
bald eagle,maine,march 20
stork,kentucky,august 15
heron,maine,october 27
shoebill,kentucky,august 20
shoebill,maine,september 03
long-tailed duck,maine,august 12
albatross,michigan,september 11
stork,kentucky,august 29
bald eagle,new york,july 17
heron,missouri,july 07
heron,kansas,august 29
flamingo,kentucky,september 16
long-tailed duck,new york,may 18
albatross,missouri,september 25
albatross,michigan,july 02
flamingo,kentucky,july 25
albatross,missouri,august 21
long-tailed duck,new york,june 16
bald eagle,kentucky,may 02
heron,michigan,may 01
flamingo,michigan,june 27
albatross,michigan,september 12
flamingo,maine,july 05
shoebill,new york,september 04
stork,maine,august 29
stork,maine,august 23
bald eagle,missouri,july 06
flamingo,michigan,july 26
bald eagle,missouri,may 14
stork,michigan,may 31
shoebill,kansas,july 02
vulture,missouri,september 08
albatross,kentucky,june 14
common teal,michigan,june 10
albatross,kansas,august 08
vulture,new york,october 29
common teal,kansas,june 12
flamingo,michigan,may 05
stork,maine,september 11
bald eagle,kansas,july 22
vulture,missouri,august 27
heron,maine,june 22
shoebill,michigan,july 29
little grebe,maine,june 05
bald eagle,missouri,june 30
vulture,kentucky,june 18
stork,michigan,august 22
bald eagle,missouri,august 09
little grebe,michigan,august 04
shoebill,maine,july 27
albatross,new york,june 15
stork,new york,march 18
common teal,new york,may 23
heron,kentucky,august 30
bald eagle,kentucky,august 16
long-tailed duck,maine,august 12
stork,kansas,august 27
flamingo,kansas,october 04
heron,missouri,june 21
flamingo,new york,september 12
bald eagle,kansas,july 20
bald eagle,new york,may 20
long-tailed duck,new york,april 30
bald eagle,missouri,august 02
little grebe,maine,july 18
shoebill,maine,september 24
shoebill,kansas,september 08
bald eagle,kentucky,may 26
bald eagle,kansas,june 02
flamingo,michigan,july 27
flamingo,michigan,june 12
stork,missouri,june 30
flamingo,kansas,october 31
shoebill,missouri,july 05
albatross,missouri,october 01
stork,maine,august 21
flamingo,maine,july 23
little grebe,kentucky,june 15
albatross,michigan,june 13
vulture,maine,july 18
shoebill,michigan,may 31
vulture,missouri,september 02
common teal,maine,september 17
albatross,missouri,august 21
stork,kansas,june 19
long-tailed duck,kansas,may 23
stork,missouri,september 27
flamingo,michigan,august 17
little grebe,kansas,june 11
vulture,michigan,september 12
stork,kansas,september 07
flamingo,new york,july 03
bald eagle,maine,july 24
albatross,new york,july 19
little grebe,new york,july 11
little grebe,missouri,september 01
common teal,maine,august 20
vulture,maine,may 26
long-tailed duck,maine,july 10
shoebill,kentucky,september 05
stork,kansas,april 19
bald eagle,michigan,october 16
vulture,michigan,april 30
common teal,kansas,june 19
bald eagle,michigan,august 08
albatross,kentucky,august 25
flamingo,kentucky,june 28
long-tailed duck,maine,july 03
vulture,new york,july 30
stork,missouri,july 02
stork,missouri,july 08
long-tailed duck,missouri,august 03
long-tailed duck,missouri,august 05
long-tailed duck,maine,july 16
albatross,missouri,august 01
little grebe,michigan,august 14
shoebill,missouri,may 17
flamingo,maine,september 12
albatross,maine,september 08
long-tailed duck,michigan,september 05
little grebe,kansas,april 02
heron,maine,september 17
stork,maine,june 25
shoebill,new york,july 17
common teal,kentucky,september 25
vulture,kansas,september 05
vulture,new york,june 02
heron,new york,july 13
vulture,michigan,june 27
stork,new york,september 13
heron,maine,july 07
flamingo,maine,july 23
vulture,maine,august 24
albatross,kansas,june 05
shoebill,new york,july 09
long-tailed duck,kentucky,june 01
stork,new york,july 09
flamingo,new york,june 21
common teal,michigan,november 10
vulture,new york,october 03
flamingo,kentucky,september 15
heron,kentucky,june 29
little grebe,missouri,september 21
vulture,missouri,april 27
bald eagle,michigan,june 02
long-tailed duck,maine,may 08
heron,missouri,july 11
long-tailed duck,new york,august 26
common teal,missouri,september 27
shoebill,michigan,october 28
heron,maine,may 18
long-tailed duck,michigan,august 13
vulture,kentucky,april 20
flamingo,michigan,february 07
common teal,michigan,july 31
bald eagle,new york,august 08
flamingo,new york,september 03
shoebill,kentucky,june 09
bald eagle,kentucky,june 08
long-tailed duck,kansas,june 12
common teal,maine,august 11
long-tailed duck,kansas,september 11
little grebe,new york,july 02
little grebe,missouri,july 12
flamingo,new york,june 13
long-tailed duck,michigan,august 22
albatross,kentucky,april 16
heron,kansas,july 16
bald eagle,kansas,june 27
shoebill,kansas,june 05
stork,maine,july 30
long-tailed duck,kentucky,june 12
flamingo,kansas,june 08
albatross,new york,august 11
common teal,kentucky,august 07
common teal,kentucky,july 09
vulture,maine,july 23
long-tailed duck,kansas,september 13
stork,michigan,august 11
vulture,kansas,may 02
albatross,missouri,july 09
heron,missouri,august 10
common teal,new york,september 11
vulture,michigan,june 12
shoebill,kentucky,june 25
albatross,kentucky,may 14
albatross,kentucky,september 18
bald eagle,kentucky,may 26
bald eagle,missouri,july 26
heron,missouri,june 25
shoebill,kentucky,july 30
long-tailed duck,missouri,september 03
heron,new york,july 18
heron,missouri,june 19
common teal,new york,may 23
stork,kentucky,august 31
flamingo,kentucky,july 25
shoebill,maine,may 28
little grebe,new york,july 13
little grebe,michigan,august 08
albatross,maine,august 08
long-tailed duck,missouri,august 15
albatross,maine,august 02
little grebe,michigan,july 10
stork,maine,july 02
shoebill,kansas,september 08
stork,kentucky,june 05
long-tailed duck,maine,july 13
flamingo,new york,june 09
little grebe,michigan,july 10
stork,missouri,april 02
stork,missouri,june 01
vulture,michigan,august 03
common teal,new york,july 04
shoebill,kansas,june 18
stork,kentucky,november 06
vulture,kansas,april 29
common teal,michigan,july 05
shoebill,kentucky,july 15
flamingo,new york,june 21
flamingo,missouri,august 16
heron,kansas,june 18
flamingo,missouri,july 02
albatross,kentucky,july 18
bald eagle,kansas,july 08
stork,kentucky,june 09
heron,kentucky,september 11
long-tailed duck,kansas,august 30
vulture,kansas,july 07
little grebe,kansas,july 07
common teal,maine,august 05
shoebill,michigan,september 18
little grebe,michigan,september 25
albatross,kansas,may 13
long-tailed duck,kentucky,july 24
shoebill,maine,september 07
vulture,new york,july 05
long-tailed duck,maine,june 17
flamingo,maine,june 04
heron,missouri,august 12
common teal,maine,july 21
albatross,kentucky,august 31
vulture,kentucky,may 11
little grebe,kentucky,april 05
common teal,kentucky,may 20
heron,missouri,june 23
bald eagle,kansas,april 05
common teal,maine,november 25
heron,maine,july 05
heron,kansas,september 02
vulture,kentucky,july 26
heron,maine,august 26
bald eagle,michigan,june 20
common teal,kansas,august 08
flamingo,kansas,june 06
vulture,kansas,july 19
common teal,michigan,july 17
long-tailed duck,missouri,july 30
little grebe,michigan,august 28
stork,michigan,august 12
common teal,missouri,september 06
bald eagle,kansas,november 02
bald eagle,michigan,july 15
albatross,new york,june 26
long-tailed duck,michigan,july 13
common teal,kansas,november 06
stork,new york,july 06
long-tailed duck,missouri,september 08
little grebe,kentucky,june 30
vulture,michigan,september 28
long-tailed duck,kentucky,june 01
shoebill,missouri,june 09
bald eagle,missouri,april 22
flamingo,kansas,april 17
heron,kentucky,july 31
albatross,maine,june 20
little grebe,kentucky,june 18
common teal,maine,july 29
bald eagle,kansas,july 23
shoebill,missouri,august 09
bald eagle,maine,september 12
albatross,maine,september 02
shoebill,missouri,july 03
bald eagle,missouri,june 14
bald eagle,missouri,august 15
little grebe,kansas,june 16
stork,maine,august 21
long-tailed duck,maine,august 09
shoebill,maine,july 14
albatross,michigan,june 20
vulture,maine,july 18
bald eagle,new york,september 28
vulture,maine,june 28
common teal,kentucky,june 20
albatross,kansas,june 14
long-tailed duck,maine,august 18
vulture,maine,july 20
shoebill,michigan,april 03
flamingo,kansas,july 27
flamingo,kentucky,july 10
vulture,michigan,october 01
stork,kansas,july 21
shoebill,michigan,august 09
albatross,kentucky,november 10
bald eagle,kentucky,april 03
common teal,kansas,june 01
albatross,kentucky,june 24
vulture,maine,june 10
vulture,maine,june 03
shoebill,missouri,may 12
bald eagle,new york,july 10
bald eagle,kansas,may 26
vulture,kansas,june 20
bald eagle,maine,august 05
long-tailed duck,kentucky,april 26
little grebe,new york,july 25
common teal,kansas,september 10
little grebe,kansas,may 16
albatross,kentucky,july 30
flamingo,kentucky,july 05
vulture,new york,june 16
bald eagle,kansas,july 29
heron,missouri,september 28
flamingo,kansas,june 07
common teal,kentucky,september 30
little grebe,kansas,june 04
bald eagle,michigan,may 27
bald eagle,maine,july 25
little grebe,michigan,september 07
stork,new york,july 23
shoebill,kentucky,may 05
flamingo,kentucky,june 27
flamingo,kentucky,march 13
flamingo,missouri,july 24
heron,kentucky,april 28
stork,missouri,july 08
long-tailed duck,michigan,july 15
flamingo,michigan,september 08
long-tailed duck,missouri,july 15
albatross,kentucky,august 22
albatross,maine,july 29
stork,kansas,october 28
vulture,michigan,october 14
stork,michigan,september 05
little grebe,kentucky,may 26
stork,michigan,august 08
common teal,michigan,july 10
heron,kansas,july 22
common teal,missouri,may 22
flamingo,kentucky,june 15
common teal,new york,july 18
vulture,new york,june 05
heron,michigan,july 21
stork,new york,july 20
little grebe,maine,august 29
stork,new york,april 29
common teal,maine,july 11
bald eagle,missouri,august 31
albatross,kansas,july 06
stork,maine,july 27
shoebill,michigan,june 24
bald eagle,kansas,august 14
little grebe,missouri,march 29
vulture,missouri,may 30
flamingo,maine,july 17
vulture,missouri,august 13
heron,missouri,june 15
shoebill,kentucky,april 27
long-tailed duck,maine,may 01
heron,kentucky,september 05
little grebe,new york,july 05
vulture,missouri,may 02
shoebill,kentucky,june 25
stork,maine,july 20
little grebe,kansas,august 15
shoebill,kansas,september 12
flamingo,kentucky,august 21
heron,maine,june 16
common teal,kansas,august 21
vulture,maine,september 15
long-tailed duck,kansas,october 01
stork,kentucky,april 15
common teal,kansas,september 14
albatross,kansas,june 10
stork,new york,july 01
flamingo,kansas,may 28
stork,missouri,july 01
vulture,maine,july 22
little grebe,michigan,june 15
bald eagle,kansas,august 08
common teal,kentucky,june 14
stork,kansas,july 22
vulture,missouri,may 28
bald eagle,kansas,july 30
shoebill,michigan,may 05
common teal,new york,june 09
vulture,missouri,april 24
long-tailed duck,maine,june 17
long-tailed duck,new york,june 17
bald eagle,kentucky,august 20
stork,new york,may 05
heron,kentucky,june 10
little grebe,kansas,september 10
flamingo,missouri,september 11
little grebe,missouri,august 29
long-tailed duck,michigan,august 16
bald eagle,kentucky,september 17
flamingo,michigan,june 16
stork,maine,july 15
common teal,michigan,october 13
flamingo,kansas,june 25
little grebe,new york,august 26
shoebill,michigan,july 27
vulture,michigan,august 13
heron,missouri,august 12
stork,kansas,september 04
albatross,missouri,july 07
bald eagle,new york,august 08
vulture,michigan,june 30
vulture,missouri,august 08
stork,new york,august 25
long-tailed duck,michigan,august 21
flamingo,new york,august 31
flamingo,michigan,august 23
long-tailed duck,kansas,august 07
stork,kansas,november 26
shoebill,michigan,september 03
flamingo,new york,september 05
shoebill,maine,august 31
vulture,maine,september 15
vulture,kentucky,may 19
heron,new york,may 24
long-tailed duck,michigan,may 07
common teal,new york,july 09
albatross,michigan,november 07
little grebe,missouri,june 21
common teal,kentucky,may 30
heron,new york,june 24
shoebill,missouri,june 14
vulture,kansas,june 29
long-tailed duck,maine,august 04
common teal,missouri,october 13
shoebill,michigan,july 23
common teal,maine,october 01
vulture,missouri,july 19
little grebe,kansas,august 14
little grebe,missouri,september 29
albatross,new york,august 02
heron,maine,october 06
flamingo,kentucky,august 19
stork,maine,september 14
long-tailed duck,kansas,april 06
stork,kansas,august 27
albatross,missouri,may 23
bald eagle,maine,july 14
shoebill,maine,may 14
little grebe,maine,september 06
stork,maine,july 21
bald eagle,kentucky,august 21
long-tailed duck,new york,june 23
little grebe,missouri,august 18
little grebe,maine,june 15
albatross,maine,june 08
long-tailed duck,kansas,june 22
flamingo,maine,july 17
heron,maine,september 05
long-tailed duck,maine,july 10
long-tailed duck,new york,june 05
long-tailed duck,maine,september 12
little grebe,missouri,july 05
albatross,kentucky,august 03
long-tailed duck,kansas,august 06
vulture,missouri,august 12
little grebe,michigan,july 23
flamingo,missouri,august 15
bald eagle,maine,august 18
shoebill,kansas,may 25
bald eagle,missouri,may 28
bald eagle,maine,april 07
heron,kentucky,august 26
vulture,kansas,may 23
bald eagle,kentucky,july 30
bald eagle,kentucky,june 14
little grebe,maine,september 30
stork,kansas,june 26
long-tailed duck,kentucky,june 26
vulture,kansas,june 25
bald eagle,maine,september 05
bald eagle,new york,june 04
stork,kansas,june 13
long-tailed duck,kentucky,july 26
long-tailed duck,maine,may 19
shoebill,kansas,august 24
shoebill,new york,august 05
albatross,new york,june 06
flamingo,kentucky,september 08
heron,michigan,october 05
bald eagle,michigan,march 17
stork,kentucky,august 05
bald eagle,kansas,may 21
stork,kansas,august 03
heron,michigan,july 23
vulture,maine,june 29
vulture,missouri,march 07
stork,michigan,may 13
long-tailed duck,michigan,june 30
heron,maine,july 03
long-tailed duck,kansas,june 28
bald eagle,kentucky,july 13
common teal,michigan,august 29
common teal,maine,may 21
shoebill,missouri,may 31
vulture,michigan,july 18
common teal,kentucky,august 09
shoebill,missouri,august 27
common teal,kansas,july 24
long-tailed duck,missouri,september 01
bald eagle,new york,august 06
common teal,new york,september 24
bald eagle,kentucky,april 13
long-tailed duck,new york,july 30
common teal,michigan,june 26
little grebe,missouri,june 22
bald eagle,michigan,july 17
bald eagle,missouri,august 03
little grebe,maine,august 21
albatross,kansas,july 29
common teal,maine,june 08
flamingo,kansas,august 20
common teal,kansas,june 06
stork,kansas,june 05
flamingo,kentucky,june 11
flamingo,new york,august 14
heron,missouri,july 16
long-tailed duck,michigan,july 06
stork,missouri,june 08
common teal,missouri,august 01
heron,kansas,june 02
long-tailed duck,kentucky,july 09
long-tailed duck,maine,august 06
shoebill,kentucky,august 19
heron,new york,september 21
stork,missouri,september 11
albatross,maine,september 04
heron,kansas,september 02
bald eagle,kentucky,july 27
little grebe,michigan,september 08
flamingo,new york,august 07
common teal,new york,july 09
little grebe,missouri,august 11
bald eagle,kentucky,july 25
bald eagle,kentucky,august 10
heron,new york,june 06
bald eagle,maine,may 24
little grebe,maine,september 28
common teal,maine,august 22
bald eagle,new york,december 06
long-tailed duck,new york,june 06
albatross,missouri,august 27
bald eagle,maine,august 14
flamingo,missouri,september 10
common teal,maine,august 16
bald eagle,missouri,june 20
heron,maine,june 30
albatross,maine,june 18
bald eagle,kansas,april 19
shoebill,new york,june 23
vulture,missouri,may 31
little grebe,new york,march 31
long-tailed duck,kansas,september 22
common teal,michigan,may 24
albatross,missouri,april 09
little grebe,maine,march 02
flamingo,missouri,september 10
shoebill,kentucky,june 21
shoebill,kansas,october 14
vulture,missouri,october 06
stork,kentucky,july 20
albatross,maine,july 08
shoebill,maine,august 29
stork,missouri,june 19
vulture,michigan,september 26
common teal,missouri,july 01
stork,missouri,july 05
common teal,maine,september 03
flamingo,michigan,june 29
bald eagle,kentucky,august 21
stork,kentucky,august 02
long-tailed duck,maine,july 24
heron,michigan,december 01
flamingo,kentucky,june 13
common teal,new york,july 26
long-tailed duck,kansas,august 14
albatross,michigan,august 21
little grebe,new york,july 27
heron,missouri,june 13
common teal,kansas,june 02
little grebe,kansas,august 30
long-tailed duck,kentucky,july 01
little grebe,michigan,august 28
flamingo,maine,june 25
stork,maine,june 19
heron,kansas,july 19
vulture,maine,june 16
bald eagle,kentucky,august 22
shoebill,new york,june 21
heron,maine,june 07
stork,kansas,june 13
little grebe,kansas,may 28
stork,new york,may 07
long-tailed duck,michigan,august 14
albatross,maine,july 16
common teal,kansas,july 03
shoebill,kansas,june 26
stork,kentucky,july 13
stork,michigan,august 02
bald eagle,maine,july 03
little grebe,kentucky,august 19
albatross,michigan,june 01
little grebe,kentucky,september 10
stork,michigan,july 01
shoebill,kentucky,august 15
long-tailed duck,kansas,august 10
albatross,missouri,august 14
heron,missouri,october 15
common teal,kentucky,july 29
shoebill,missouri,july 09
shoebill,new york,june 03
stork,maine,december 10
heron,michigan,august 27
vulture,missouri,june 03
long-tailed duck,kentucky,june 19
vulture,missouri,july 15
little grebe,michigan,august 13
albatross,michigan,june 12
heron,kentucky,may 09
common teal,kansas,june 11
little grebe,kentucky,august 01
bald eagle,kansas,october 10
bald eagle,michigan,may 21
bald eagle,maine,november 29
common teal,kentucky,august 19
stork,michigan,june 29
heron,michigan,august 21
heron,maine,july 19
vulture,new york,july 15
flamingo,kansas,june 29
long-tailed duck,maine,june 27
heron,kansas,july 24
bald eagle,missouri,september 28
little grebe,kansas,september 26
common teal,kansas,october 05
albatross,kentucky,august 27
common teal,kentucky,august 14
little grebe,maine,may 06
vulture,maine,july 16
heron,missouri,may 30
albatross,maine,may 14
bald eagle,missouri,july 29
vulture,kansas,june 24
bald eagle,kansas,may 23
flamingo,new york,september 03
albatross,michigan,may 26
common teal,kentucky,june 27
vulture,new york,october 13
flamingo,missouri,june 29
stork,michigan,june 04
flamingo,michigan,june 26
heron,missouri,june 14
vulture,missouri,july 19
vulture,kansas,july 07
heron,maine,may 15
albatross,michigan,june 28
flamingo,missouri,august 19
shoebill,missouri,may 30
albatross,kentucky,july 01
albatross,missouri,june 20
heron,kentucky,july 18
stork,maine,june 25
shoebill,new york,july 12
shoebill,michigan,september 21
heron,maine,june 04
stork,maine,july 16
flamingo,new york,may 06
flamingo,kentucky,july 20
stork,new york,december 08
flamingo,michigan,june 24
bald eagle,new york,august 08
common teal,kentucky,september 11
little grebe,kentucky,august 11
flamingo,michigan,august 17
bald eagle,maine,june 04
heron,kentucky,august 21
little grebe,kansas,july 20
heron,maine,october 24
flamingo,michigan,october 24
little grebe,maine,may 04
heron,michigan,july 21
long-tailed duck,kentucky,may 20
common teal,missouri,july 24
little grebe,michigan,july 10
bald eagle,maine,august 02
stork,kansas,july 22
stork,kansas,september 05
little grebe,maine,august 13
little grebe,new york,july 21
flamingo,kentucky,may 24
stork,missouri,september 21
bald eagle,kansas,august 19
common teal,michigan,june 04
vulture,kentucky,september 10
common teal,kentucky,may 14
stork,kentucky,september 13
shoebill,kansas,september 07
shoebill,maine,june 17
flamingo,michigan,july 02
little grebe,maine,july 04
heron,maine,august 29
albatross,missouri,august 14
long-tailed duck,kansas,august 11
albatross,new york,july 08
vulture,kentucky,september 11
heron,kansas,may 04
flamingo,missouri,august 09
albatross,michigan,june 30
long-tailed duck,new york,july 05
shoebill,kentucky,february 18
shoebill,new york,june 20
shoebill,missouri,august 10
long-tailed duck,maine,august 19
flamingo,maine,june 01
stork,new york,july 29
vulture,michigan,july 17
vulture,new york,june 15
albatross,maine,july 07
albatross,michigan,august 16
little grebe,kentucky,july 07
flamingo,maine,october 11
vulture,new york,july 24
shoebill,kansas,august 07
long-tailed duck,new york,may 24
